card_id,pokemon_name,pokedex_number,types,rarity,artist,image_url,community_score,llm_score,feature_bonus,final_cuteness,cuteness_tier,llm_reason
xy6-54,Bagon,371.0,Dragon,Common,Kagemaru Himeno,https://images.pokemontcg.io/xy6/54_hires.png,,5.0,1.0,3.5897,C,
ex10-57,Gligar,207.0,Fighting,Common,Mitsuhiro Arita,https://images.pokemontcg.io/ex10/57_hires.png,,5.0,1.0,3.5897,C,
bw6-55,Gothita,574.0,Psychic,Common,Aya Kusube,https://images.pokemontcg.io/bw6/55_hires.png,,5.0,1.0,3.5897,C,
ex16-49,Chinchou,170.0,Lightning,Common,Mitsuhiro Arita,https://images.pokemontcg.io/ex16/49_hires.png,,5.0,1.0,3.5897,C,
ex4-58,Team Magma's Aron,304.0,Fighting,Common,Katsura Tabata,https://images.pokemontcg.io/ex4/58_hires.png,,5.0,1.0,3.5897,C,
ex5-29,Beldum,374.0,Metal,Uncommon,Mitsuhiro Arita,https://images.pokemontcg.io/ex5/29_hires.png,,5.0,1.0,3.5897,C,
pl4-52,Bagon,371.0,Colorless,Common,Naoyo Kimura,https://images.pokemontcg.io/pl4/52_hires.png,,5.0,1.0,3.5897,C,
gym1-50,Lt. Surge's Magnemite,81.0,Lightning,Uncommon,Atsuko Nishida,https://images.pokemontcg.io/gym1/50_hires.png,,5.0,1.0,3.5897,C,
ex4-51,Team Aqua's Corphish,341.0,Water,Common,Jungo Suzuki,https://images.pokemontcg.io/ex4/51_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-101,Panpour,515.0,Water,Illustration Rare,Hoshino KURO,https://images.pokemontcg.io/zsv10pt5/101_hires.png,,5.0,1.0,3.5897,C,
swsh11-181,Gallade V,475.0,Fighting,Rare Ultra,takuyoa,https://images.pokemontcg.io/swsh11/181_hires.png,,5.0,1.0,3.5897,C,
swsh1-24,Torkoal V,324.0,Fire,Rare Holo V,Ayaka Yoshida,https://images.pokemontcg.io/swsh1/24_hires.png,,5.0,1.0,3.5897,C,
ecard1-116,Larvitar,246.0,Fighting,Common,Yukiko Baba,https://images.pokemontcg.io/ecard1/116_hires.png,,5.0,1.0,3.5897,C,
smp-SM122,Zygarde-GX,718.0,Fighting,Promo,5ban Graphics,https://images.pokemontcg.io/smp/SM122_hires.png,,5.0,1.0,3.5897,C,
xy10-116,Glaceon-EX,471.0,Water,Rare Ultra,Ryo Ueda,https://images.pokemontcg.io/xy10/116_hires.png,,5.0,1.0,3.5897,C,
swsh11-175,Magnezone V,462.0,Lightning,Rare Ultra,N-DESIGN Inc.,https://images.pokemontcg.io/swsh11/175_hires.png,,5.0,1.0,3.5897,C,
swsh11-172,Hisuian Electrode V,101.0,Grass,Rare Ultra,5ban Graphics,https://images.pokemontcg.io/swsh11/172_hires.png,,5.0,1.0,3.5897,C,
swsh11-148,Bouffalant,626.0,Colorless,Rare,Nisota Niso,https://images.pokemontcg.io/swsh11/148_hires.png,,5.0,1.0,3.5897,C,
swsh11-146,Hisuian Zoroark V,571.0,Colorless,Rare Holo V,aky CG Works,https://images.pokemontcg.io/swsh11/146_hires.png,,5.0,1.0,3.5897,C,
swsh11-144,Aipom,190.0,Colorless,Common,Kouki Saitou,https://images.pokemontcg.io/swsh11/144_hires.png,,5.0,1.0,3.5897,C,
xyp-XY116,Arceus,493.0,Colorless,Promo,Naoki Saito,https://images.pokemontcg.io/xyp/XY116_hires.png,,5.0,1.0,3.5897,C,
swsh1-121,Skorupi,451.0,Darkness,Common,sowsow,https://images.pokemontcg.io/swsh1/121_hires.png,,5.0,1.0,3.5897,C,
hgss3-21,Skarmory,227.0,Metal,Rare,Midori Harada,https://images.pokemontcg.io/hgss3/21_hires.png,,5.0,1.0,3.5897,C,
ex4-25,Team Aqua's Carvanha,318.0,Water,Uncommon,Mt. TBT,https://images.pokemontcg.io/ex4/25_hires.png,,5.0,1.0,3.5897,C,
ecard2-95,Mr. Mime,122.0,Psychic,Common,Yukiko Baba,https://images.pokemontcg.io/ecard2/95_hires.png,,5.0,1.0,3.5897,C,
swsh1-120,Sableye V,302.0,Darkness,Rare Holo V,Eske Yoshinob,https://images.pokemontcg.io/swsh1/120_hires.png,,5.0,1.0,3.5897,C,
swsh11-188,Pidgeot V,18.0,Colorless,Rare Ultra,Saki Hayashiro,https://images.pokemontcg.io/swsh11/188_hires.png,,5.0,1.0,3.5897,C,
swsh11-187,Hisuian Goodra V,706.0,Dragon,Rare Ultra,5ban Graphics,https://images.pokemontcg.io/swsh11/187_hires.png,,5.0,1.0,3.5897,C,
swsh11-118,Drapion V,452.0,Darkness,Rare Holo V,N-DESIGN Inc.,https://images.pokemontcg.io/swsh11/118_hires.png,,5.0,1.0,3.5897,C,
swsh11-117,Spiritomb,442.0,Darkness,Rare,sui,https://images.pokemontcg.io/swsh11/117_hires.png,,5.0,1.0,3.5897,C,
swsh11-116,Seviper,336.0,Darkness,Uncommon,Tomokazu Komiya,https://images.pokemontcg.io/swsh11/116_hires.png,,5.0,1.0,3.5897,C,
swsh11-111,Stonjourner,874.0,Fighting,Rare,HYOGONOSUKE,https://images.pokemontcg.io/swsh11/111_hires.png,,5.0,1.0,3.5897,C,
swsh11-110,Falinks,870.0,Fighting,Common,sowsow,https://images.pokemontcg.io/swsh11/110_hires.png,,5.0,1.0,3.5897,C,
swsh11-106,Binacle,688.0,Fighting,Common,Scav,https://images.pokemontcg.io/swsh11/106_hires.png,,5.0,1.0,3.5897,C,
hsp-HGSS15,Shuckle,213.0,Fighting,Promo,match,https://images.pokemontcg.io/hsp/HGSS15_hires.png,,5.0,1.0,3.5897,C,
swsh11-137,Pidgeot V,18.0,Colorless,Rare Holo V,Saki Hayashiro,https://images.pokemontcg.io/swsh11/137_hires.png,,5.0,1.0,3.5897,C,
swsh11-135,Hisuian Goodra V,706.0,Dragon,Rare Holo V,5ban Graphics,https://images.pokemontcg.io/swsh11/135_hires.png,,5.0,1.0,3.5897,C,
swsh11-129,Galarian Perrserker V,863.0,Metal,Rare Holo V,PLANETA Yamashita,https://images.pokemontcg.io/swsh11/129_hires.png,,5.0,1.0,3.5897,C,
swsh11-128,Magearna,801.0,Metal,Rare,Rianti Hidayat,https://images.pokemontcg.io/swsh11/128_hires.png,,5.0,1.0,3.5897,C,
swsh11-127,Galarian Stunfisk,618.0,Metal,Uncommon,Shigenori Negishi,https://images.pokemontcg.io/swsh11/127_hires.png,,5.0,1.0,3.5897,C,
swsh11-125,Bronzor,436.0,Metal,Common,Tomokazu Komiya,https://images.pokemontcg.io/swsh11/125_hires.png,,5.0,1.0,3.5897,C,
swsh11-124,Radiant Steelix,208.0,Metal,Radiant Rare,Sanosuke Sakuma,https://images.pokemontcg.io/swsh11/124_hires.png,,5.0,1.0,3.5897,C,
swsh11-123,Radiant Hisuian Sneasler,903.0,Darkness,Radiant Rare,Akira Komayama,https://images.pokemontcg.io/swsh11/123_hires.png,,5.0,1.0,3.5897,C,
bw6-121,Terrakion-EX,639.0,Fighting,Rare Ultra,5ban Graphics,https://images.pokemontcg.io/bw6/121_hires.png,,5.0,1.0,3.5897,C,
smp-SM121,Raikou-GX,243.0,Lightning,Promo,5ban Graphics,https://images.pokemontcg.io/smp/SM121_hires.png,,5.0,1.0,3.5897,C,
ecard2-96,Nidoran ♂,32.0,Grass,Common,Keiko Fukuyama,https://images.pokemontcg.io/ecard2/96_hires.png,,5.0,1.0,3.5897,C,
bw6-120,Mew-EX,151.0,Psychic,Rare Ultra,5ban Graphics,https://images.pokemontcg.io/bw6/120_hires.png,,5.0,1.0,3.5897,C,
dp6-125,Tentacool,72.0,Water,Common,Atsuko Nishida,https://images.pokemontcg.io/dp6/125_hires.png,,5.0,1.0,3.5897,C,
sm9-127,Farfetch'd,83.0,Colorless,Uncommon,Shibuzoh.,https://images.pokemontcg.io/sm9/127_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-99,Larvesta,636.0,Fire,Illustration Rare,Katsunori Sato,https://images.pokemontcg.io/zsv10pt5/99_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-97,Darumaka,554.0,Fire,Illustration Rare,Tomowaka,https://images.pokemontcg.io/zsv10pt5/97_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-93,Maractus,556.0,Grass,Illustration Rare,Heisuke Kitazawa,https://images.pokemontcg.io/zsv10pt5/93_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-77,Rufflet,627.0,Colorless,Common,Kedamahadaitai Yawarakai,https://images.pokemontcg.io/zsv10pt5/77_hires.png,,5.0,1.0,3.5897,C,
sm35-27,Shining Volcanion,721.0,Water,Rare Shining,Hitoshi Ariga,https://images.pokemontcg.io/sm35/27_hires.png,,5.0,1.0,3.5897,C,
xy0-29,Bidoof,399.0,Colorless,,Kouki Saitou,https://images.pokemontcg.io/xy0/29_hires.png,,5.0,1.0,3.5897,C,
sm1-35,Lapras-GX,131.0,Water,Rare Holo GX,5ban Graphics,https://images.pokemontcg.io/sm1/35_hires.png,,5.0,1.0,3.5897,C,
ex8-56,Carvanha,318.0,Darkness,Common,Tomokazu Komiya,https://images.pokemontcg.io/ex8/56_hires.png,,5.0,1.0,3.5897,C,
gym2-59,Sabrina's Mr. Mime,122.0,Psychic,Uncommon,Ken Sugimori,https://images.pokemontcg.io/gym2/59_hires.png,,5.0,1.0,3.5897,C,
me3-67,Furfrou,676.0,Colorless,Common,,https://images.scrydex.com/pokemon/me3-67/large,,5.0,1.0,3.5897,C,
xy5-57,Chinchou,170.0,Lightning,Common,Kagemaru Himeno,https://images.pokemontcg.io/xy5/57_hires.png,,5.0,1.0,3.5897,C,
gym1-1,Blaine's Moltres,146.0,Fire,Rare Holo,Ken Sugimori,https://images.pokemontcg.io/gym1/1_hires.png,,5.0,1.0,3.5897,C,
swsh11-83,Hisuian Growlithe,58.0,Fighting,Common,Kouki Saitou,https://images.pokemontcg.io/swsh11/83_hires.png,,5.0,1.0,3.5897,C,
swsh11-82,Enamorus V,905.0,Psychic,Rare Holo V,5ban Graphics,https://images.pokemontcg.io/swsh11/82_hires.png,,5.0,1.0,3.5897,C,
swsh11-81,Spectrier,897.0,Psychic,Rare Holo,Narumi Sato,https://images.pokemontcg.io/swsh11/81_hires.png,,5.0,1.0,3.5897,C,
dp6-128,Yanma,193.0,Grass,Common,Masakazu Fukuda,https://images.pokemontcg.io/dp6/128_hires.png,,5.0,1.0,3.5897,C,
xyp-XY119,Genesect,649.0,Metal,Promo,PLANETA,https://images.pokemontcg.io/xyp/XY119_hires.png,,5.0,1.0,3.5897,C,
xy4-23,Manectric-EX,310.0,Lightning,Rare Holo EX,Eske Yoshinob,https://images.pokemontcg.io/xy4/23_hires.png,,5.0,1.0,3.5897,C,
xy0-19,Pawniard,624.0,Metal,,Kouki Saitou,https://images.pokemontcg.io/xy0/19_hires.png,,5.0,1.0,3.5897,C,
dc1-16,Team Aqua's Poochyena,261.0,Darkness,Common,Kouki Saitou,https://images.pokemontcg.io/dc1/16_hires.png,,5.0,1.0,3.5897,C,
xy2-18,Litleo,667.0,Fire,Common,5ban Graphics,https://images.pokemontcg.io/xy2/18_hires.png,,5.0,1.0,3.5897,C,
swsh11-105,Landorus,645.0,Fighting,Rare,KEIICHIRO ITO,https://images.pokemontcg.io/swsh11/105_hires.png,,5.0,1.0,3.5897,C,
swsh11-103,Mienfoo,619.0,Fighting,Common,yuu,https://images.pokemontcg.io/swsh11/103_hires.png,,5.0,1.0,3.5897,C,
swsh11-101,Relicanth,369.0,Fighting,Uncommon,ryoma uratsuka,https://images.pokemontcg.io/swsh11/101_hires.png,,5.0,1.0,3.5897,C,
swsh11-99,Meditite,307.0,Fighting,Common,0313,https://images.pokemontcg.io/swsh11/99_hires.png,,5.0,1.0,3.5897,C,
swsh11-97,Makuhita,296.0,Fighting,Common,Shigenori Negishi,https://images.pokemontcg.io/swsh11/97_hires.png,,5.0,1.0,3.5897,C,
xy10-117,Alakazam-EX,65.0,Psychic,Rare Ultra,Ryo Ueda,https://images.pokemontcg.io/xy10/117_hires.png,,5.0,1.0,3.5897,C,
swsh1-123,Croagunk,453.0,Darkness,Common,otumami,https://images.pokemontcg.io/swsh1/123_hires.png,,5.0,1.0,3.5897,C,
xy8-119,Hoothoot,163.0,Colorless,Common,Miki Tanaka,https://images.pokemontcg.io/xy8/119_hires.png,,5.0,1.0,3.5897,C,
bw6-122,Registeel-EX,379.0,Metal,Rare Ultra,5ban Graphics,https://images.pokemontcg.io/bw6/122_hires.png,,5.0,1.0,3.5897,C,
sm7-122,Kecleon,352.0,Colorless,Uncommon,OOYAMA,https://images.pokemontcg.io/sm7/122_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-122,Golett,622.0,Psychic,Illustration Rare,Nabatame Kazutaka,https://images.pokemontcg.io/zsv10pt5/122_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-111,Cryogonal,615.0,Water,Illustration Rare,rika,https://images.pokemontcg.io/zsv10pt5/111_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-116,Munna,517.0,Psychic,Illustration Rare,miki kudo,https://images.pokemontcg.io/zsv10pt5/116_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-89,Pansage,511.0,Grass,Illustration Rare,saino misaki,https://images.pokemontcg.io/zsv10pt5/89_hires.png,,5.0,1.0,3.5897,C,
sm12-53,Kyogre,382.0,Water,Rare,kawayoo,https://images.pokemontcg.io/sm12/53_hires.png,,5.0,1.0,3.5897,C,
neo3-51,Shuckle,213.0,Fighting,Common,Yuka Morii,https://images.pokemontcg.io/neo3/51_hires.png,,5.0,1.0,3.5897,C,
pop1-3,Rayquaza,384.0,Colorless,Rare,Katsura Tabata,https://images.pokemontcg.io/pop1/3_hires.png,,5.0,1.0,3.5897,C,
ex4-3,Team Aqua's Kyogre,382.0,"Water, Darkness",Rare Holo,K. Hoshiba,https://images.pokemontcg.io/ex4/3_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-145,Axew,610.0,Dragon,Illustration Rare,Ayako Ozaki,https://images.pokemontcg.io/zsv10pt5/145_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-144,Cobalion,638.0,Metal,Illustration Rare,hncl,https://images.pokemontcg.io/zsv10pt5/144_hires.png,,5.0,1.0,3.5897,C,
swsh11-95,Gligar,207.0,Fighting,Common,Miki Tanaka,https://images.pokemontcg.io/swsh11/95_hires.png,,5.0,1.0,3.5897,C,
swsh11-94,Sudowoodo,185.0,Fighting,Common,AKIRA EGAWA,https://images.pokemontcg.io/swsh11/94_hires.png,,5.0,1.0,3.5897,C,
bw8-23,Heatmor,631.0,Fire,Uncommon,Suwama Chiaki,https://images.pokemontcg.io/bw8/23_hires.png,,5.0,1.0,3.5897,C,
gym1-24,Brock's Zubat,41.0,Grass,Rare,Ken Sugimori,https://images.pokemontcg.io/gym1/24_hires.png,,5.0,1.0,3.5897,C,
sm2-23,Tentacool,72.0,Water,Common,Shibuzoh.,https://images.pokemontcg.io/sm2/23_hires.png,,5.0,1.0,3.5897,C,
smp-SM124,Dusk Mane Necrozma,800.0,Metal,Promo,nagimiso,https://images.pokemontcg.io/smp/SM124_hires.png,,5.0,1.0,3.5897,C,
bw6-123,Rayquaza-EX,384.0,Dragon,Rare Ultra,5ban Graphics,https://images.pokemontcg.io/bw6/123_hires.png,,5.0,1.0,3.5897,C,
swsh11-75,Hisuian Zorua,570.0,Psychic,Common,Akira Komayama,https://images.pokemontcg.io/swsh11/75_hires.png,,5.0,1.0,3.5897,C,
swsh11-74,Cresselia,488.0,Psychic,Rare Holo,saino misaki,https://images.pokemontcg.io/swsh11/74_hires.png,,5.0,1.0,3.5897,C,
swsh11-71,Mawile,303.0,Psychic,Common,kurumitsu,https://images.pokemontcg.io/swsh11/71_hires.png,,5.0,1.0,3.5897,C,
swsh11-70,Sableye,302.0,Psychic,Rare Holo,Shibuzoh.,https://images.pokemontcg.io/swsh11/70_hires.png,,5.0,1.0,3.5897,C,
swsh11-69,Radiant Gardevoir,282.0,Psychic,Radiant Rare,Ryuta Fuse,https://images.pokemontcg.io/swsh11/69_hires.png,,5.0,1.0,3.5897,C,
swsh11-67,Mr. Mime,122.0,Psychic,Rare,Souichirou Gunjima,https://images.pokemontcg.io/swsh11/67_hires.png,,5.0,1.0,3.5897,C,
swsh11-56,Magnezone V,462.0,Lightning,Rare Holo V,N-DESIGN Inc.,https://images.pokemontcg.io/swsh11/56_hires.png,,5.0,1.0,3.5897,C,
swsh4-123,Ferroseed,597.0,Metal,Common,HYOGONOSUKE,https://images.pokemontcg.io/swsh4/123_hires.png,,5.0,1.0,3.5897,C,
xy10-120,Genesect-EX,649.0,Metal,Rare Ultra,Ryo Ueda,https://images.pokemontcg.io/xy10/120_hires.png,,5.0,1.0,3.5897,C,
smp-SM123,Dawn Wings Necrozma,800.0,Psychic,Promo,nagimiso,https://images.pokemontcg.io/smp/SM123_hires.png,,5.0,1.0,3.5897,C,
xyp-XY118,Keldeo,647.0,Water,Promo,Shin Nagasawa,https://images.pokemontcg.io/xyp/XY118_hires.png,,5.0,1.0,3.5897,C,
bw6-124,Giratina-EX,487.0,Dragon,Rare Ultra,5ban Graphics,https://images.pokemontcg.io/bw6/124_hires.png,,5.0,1.0,3.5897,C,
sm9-131,Lugia,249.0,Colorless,Rare Holo,Anesaki Dynamic,https://images.pokemontcg.io/sm9/131_hires.png,,5.0,1.0,3.5897,C,
sm8-122,Alolan Diglett,50.0,Metal,Common,Midori Harada,https://images.pokemontcg.io/sm8/122_hires.png,,5.0,1.0,3.5897,C,
xy9-114,Gyarados-EX,130.0,Water,Rare Ultra,Ryo Ueda,https://images.pokemontcg.io/xy9/114_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-131,Landorus,645.0,Fighting,Illustration Rare,SIE NANAHARA,https://images.pokemontcg.io/zsv10pt5/131_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-135,Sandile,551.0,Darkness,Illustration Rare,Fujimoto Gold,https://images.pokemontcg.io/zsv10pt5/135_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-128,Throh,538.0,Fighting,Illustration Rare,GOSSAN,https://images.pokemontcg.io/zsv10pt5/128_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-125,Timburr,532.0,Fighting,Illustration Rare,Shigenori Negishi,https://images.pokemontcg.io/zsv10pt5/125_hires.png,,5.0,1.0,3.5897,C,
neo2-49,Unown [M],201.0,Psychic,Uncommon,CR CG gangs,https://images.pokemontcg.io/neo2/49_hires.png,,5.0,1.0,3.5897,C,
hgss3-56,Mawile,303.0,Metal,Common,TOKIYA,https://images.pokemontcg.io/hgss3/56_hires.png,,5.0,1.0,3.5897,C,
me1-11,Shuckle,213.0,Grass,Uncommon,,https://images.pokemontcg.io/me1/11_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-169,Genesect ex,649.0,Metal,Special Illustration Rare,kantaro,https://images.pokemontcg.io/zsv10pt5/169_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-161,Genesect ex,649.0,Metal,Ultra Rare,5ban Graphics,https://images.pokemontcg.io/zsv10pt5/161_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-142,Pawniard,624.0,Metal,Illustration Rare,Dsuke,https://images.pokemontcg.io/zsv10pt5/142_hires.png,,5.0,1.0,3.5897,C,
swsh2-126,Galarian Meowth,52.0,Metal,Common,Misa Tsutsui,https://images.pokemontcg.io/swsh2/126_hires.png,,5.0,1.0,3.5897,C,
smp-SM126,Ultra Necrozma-GX,800.0,Dragon,Promo,PLANETA,https://images.pokemontcg.io/smp/SM126_hires.png,,5.0,1.0,3.5897,C,
swsh11-21,Slugma,218.0,Fire,Common,Scav,https://images.pokemontcg.io/swsh11/21_hires.png,,5.0,1.0,3.5897,C,
sm4-116,Guzzlord-GX,799.0,Darkness,Rare Rainbow,5ban Graphics,https://images.pokemontcg.io/sm4/116_hires.png,,5.0,1.0,3.5897,C,
pl3-124,Sandshrew,27.0,Fighting,Common,Suwama Chiaki,https://images.pokemontcg.io/pl3/124_hires.png,,5.0,1.0,3.5897,C,
swsh11-54,Electrike,309.0,Lightning,Common,otumami,https://images.pokemontcg.io/swsh11/54_hires.png,,5.0,1.0,3.5897,C,
swsh11-51,Glastrier,896.0,Water,Rare Holo,Jiro Sasumo,https://images.pokemontcg.io/swsh11/51_hires.png,,5.0,1.0,3.5897,C,
swsh11-50,Cramorant,845.0,Water,Rare,Midori Harada,https://images.pokemontcg.io/swsh11/50_hires.png,,5.0,1.0,3.5897,C,
swsh11-44,Hisuian Basculin,550.0,Water,Common,Oswaldo KATO,https://images.pokemontcg.io/swsh11/44_hires.png,,5.0,1.0,3.5897,C,
xy9-116,Manaphy-EX,490.0,Water,Rare Ultra,Ryo Ueda,https://images.pokemontcg.io/xy9/116_hires.png,,5.0,1.0,3.5897,C,
xy4-122,Dialga-EX,483.0,Metal,Rare Secret,5ban Graphics,https://images.pokemontcg.io/xy4/122_hires.png,,5.0,1.0,3.5897,C,
sm4-115,Buzzwole-GX,794.0,Fighting,Rare Rainbow,5ban Graphics,https://images.pokemontcg.io/sm4/115_hires.png,,5.0,1.0,3.5897,C,
xy8-123,Smeargle,235.0,Colorless,Rare,Yukiko Baba,https://images.pokemontcg.io/xy8/123_hires.png,,5.0,1.0,3.5897,C,
sm9-132,Zangoose,335.0,Colorless,Rare Holo,Misa Tsutsui,https://images.pokemontcg.io/sm9/132_hires.png,,5.0,1.0,3.5897,C,
swsh11-28,Litleo,667.0,Fire,Common,Sekio,https://images.pokemontcg.io/swsh11/28_hires.png,,5.0,1.0,3.5897,C,
swsh4-36,Galarian Darmanitan V,555.0,Water,Rare Holo V,5ban Graphics,https://images.pokemontcg.io/swsh4/36_hires.png,,5.0,1.0,3.5897,C,
sm4-114,Nihilego-GX,793.0,Psychic,Rare Rainbow,5ban Graphics,https://images.pokemontcg.io/sm4/114_hires.png,,5.0,1.0,3.5897,C,
xy10-119,Umbreon-EX,197.0,Darkness,Rare Ultra,Ryo Ueda,https://images.pokemontcg.io/xy10/119_hires.png,,5.0,1.0,3.5897,C,
smp-SM129,Kyogre,382.0,Water,Promo,Anesaki Dynamic,https://images.pokemontcg.io/smp/SM129_hires.png,,5.0,1.0,3.5897,C,
sm4-117,Kartana-GX,798.0,Metal,Rare Rainbow,5ban Graphics,https://images.pokemontcg.io/sm4/117_hires.png,,5.0,1.0,3.5897,C,
swsh3-120,Skarmory,227.0,Metal,Common,NC Empire,https://images.pokemontcg.io/swsh3/120_hires.png,,5.0,1.0,3.5897,C,
mcd11-7,Munna,517.0,Psychic,,Ken Sugimori,https://images.pokemontcg.io/mcd11/7_hires.png,,5.0,1.0,3.5897,C,
swsh35-47,Duraludon V,884.0,Metal,Rare Holo V,aky CG Works,https://images.pokemontcg.io/swsh35/47_hires.png,,5.0,1.0,3.5897,C,
bw7-47,Keldeo,647.0,Water,Rare Holo,Ryo Ueda,https://images.pokemontcg.io/bw7/47_hires.png,,5.0,1.0,3.5897,C,
neo3-40,Unown [Y],201.0,Psychic,Uncommon,CR CG gangs,https://images.pokemontcg.io/neo3/40_hires.png,,5.0,1.0,3.5897,C,
xy2-51,Sneasel,215.0,Darkness,Common,match,https://images.pokemontcg.io/xy2/51_hires.png,,5.0,1.0,3.5897,C,
bw5-38,Raikou-EX,243.0,Lightning,Rare Holo EX,Shizurow,https://images.pokemontcg.io/bw5/38_hires.png,,5.0,1.0,3.5897,C,
bw6-46,Mew-EX,151.0,Psychic,Rare Holo EX,Eske Yoshinob,https://images.pokemontcg.io/bw6/46_hires.png,,5.0,1.0,3.5897,C,
gym2-48,Koga's Koffing,109.0,Grass,Uncommon,Ken Sugimori,https://images.pokemontcg.io/gym2/48_hires.png,,5.0,1.0,3.5897,C,
swsh3-40,Relicanth,369.0,Water,Uncommon,MAHOU,https://images.pokemontcg.io/swsh3/40_hires.png,,5.0,1.0,3.5897,C,
xy6-12,Tropius,357.0,Grass,Uncommon,Kyoko Umemoto,https://images.pokemontcg.io/xy6/12_hires.png,,5.0,1.0,3.5897,C,
dc1-6,Team Aqua's Kyogre-EX,382.0,Water,Rare Ultra,nagimiso,https://images.pokemontcg.io/dc1/6_hires.png,,5.0,1.0,3.5897,C,
pl2-11,Rampardos GL,409.0,Fighting,Rare Holo,Suwama Chiaki,https://images.pokemontcg.io/pl2/11_hires.png,,5.0,1.0,3.5897,C,
swsh11-23,Torkoal,324.0,Fire,Uncommon,Naoyo Kimura,https://images.pokemontcg.io/swsh11/23_hires.png,,5.0,1.0,3.5897,C,
xy10-122,Kingdra-EX,230.0,Dragon,Rare Ultra,Ryo Ueda,https://images.pokemontcg.io/xy10/122_hires.png,,5.0,1.0,3.5897,C,
sm11-122,Terrakion,639.0,Fighting,Rare Holo,Anesaki Dynamic,https://images.pokemontcg.io/sm11/122_hires.png,,5.0,1.0,3.5897,C,
xyp-XY121,Charizard-EX,6.0,Fire,Promo,Kouki Saitou,https://images.pokemontcg.io/xyp/XY121_hires.png,,5.0,1.0,3.5897,C,
zsv10pt5-154,Rufflet,627.0,Colorless,Illustration Rare,Miki Tanaka,https://images.pokemontcg.io/zsv10pt5/154_hires.png,,5.0,1.0,3.5897,C,
xy4-3,Yanma,193.0,Grass,Common,Shin Nagasawa,https://images.pokemontcg.io/xy4/3_hires.png,,5.0,1.0,3.5897,C,
swsh2-51,Cramorant,845.0,Water,Rare,Mitsuhiro Arita,https://images.pokemontcg.io/swsh2/51_hires.png,,5.0,1.0,3.5897,C,
ex8-55,Beldum,374.0,Psychic,Common,Hisao Nakamura,https://images.pokemontcg.io/ex8/55_hires.png,,5.0,1.0,3.5897,C,
bw10-60,Jirachi-EX,385.0,Metal,Rare Holo EX,Ryo Ueda,https://images.pokemontcg.io/bw10/60_hires.png,,5.0,1.0,3.5897,C,
dp7-48,Sableye,302.0,Darkness,Uncommon,Kyoko Umemoto,https://images.pokemontcg.io/dp7/48_hires.png,,5.0,1.0,3.5897,C,
xy7-57,Giratina-EX,487.0,Dragon,Rare Holo EX,PLANETA,https://images.pokemontcg.io/xy7/57_hires.png,,5.0,1.0,3.5897,C,
ex4-57,Team Aqua's Spheal,363.0,Water,Common,Nakaoka,https://images.pokemontcg.io/ex4/57_hires.png,,5.0,1.0,3.5897,C,
ex11-55,Skarmory,227.0,Metal,Uncommon,Hisao Nakamura,https://images.pokemontcg.io/ex11/55_hires.png,,5.0,1.0,3.5897,C,
me1-33,Corphish,341.0,Water,Common,,https://images.pokemontcg.io/me1/33_hires.png,,5.0,1.0,3.5897,C,
me1-25,Volcanion,721.0,Fire,Uncommon,,https://images.pokemontcg.io/me1/25_hires.png,,5.0,1.0,3.5897,C,
pl4-3,Heatran,485.0,Fire,Rare Holo,Keiko Moritsugu,https://images.pokemontcg.io/pl4/3_hires.png,,5.0,1.0,3.5897,C,
hgss1-5,Hitmontop,237.0,Fighting,Rare Holo,Ken Sugimori,https://images.pokemontcg.io/hgss1/5_hires.png,,5.0,1.0,3.5897,C,
pl3-4,Electivire FB,466.0,Lightning,Rare Holo,Hironobu Yoshida,https://images.pokemontcg.io/pl3/4_hires.png,,5.0,1.0,3.5897,C,
sm4-28,Regice,378.0,Water,Rare Holo,Masakazu Fukuda,https://images.pokemontcg.io/sm4/28_hires.png,,5.0,1.0,3.5897,C,
sm8-35,Skiddo,672.0,Grass,Common,Ken Sugimori,https://images.pokemontcg.io/sm8/35_hires.png,,5.0,1.0,3.5897,C,
me1-23,Litleo,667.0,Fire,Common,,https://images.pokemontcg.io/me1/23_hires.png,,5.0,1.0,3.5897,C,
me1-21,Numel,322.0,Fire,Common,,https://images.pokemontcg.io/me1/21_hires.png,,5.0,1.0,3.5897,C,
